Fecha,Canal,Titulo,Nombre Capitulo,Descripcion,Info adicional,Horario
2025-03-02,9Life,House Hunters International,Say It Ain't Snow in the Bellarine Peninsula,"An Ohio family is ready to leave behind the cold for Australia's sunny Peninsula. They're on the hunt for an affordable, spacious beachside home.",Lifestyle | USA | 2024 | G,6:30PM - 7:00PM
2025-03-02,9Life,House Hunters International,A Complicated Search for the Simple Life in Costa Rica,"After a one-time vacation, a young Canadian is ready to ditch Montreal for simplicity in Costa Rica. She's looking for a more spiritual and nature-infused life.",Lifestyle | USA | 2024 | G,7:00PM - 7:30PM
2025-03-02,9Life,Fixer Upper,Historic Tudor-Style Home for a New Family,"Chip and Joanna take on a historical project for Courtney and Joey Scrivano, who are ready to upgrade from their modest loft to a house where they can raise their new baby.",Lifestyle | USA | 2017 | PG,7:30PM - 8:30PM
2025-03-02,9Life,Zombie House Flipping,Tampa: Brookway,"A zombie in an upscale neighborhood appears welcoming from the outside, but years of water damage, black growth, and a battered roof, will really put Dolmar, Keisha and Amanda to the test.",Lifestyle | USA | 2024 | PG,8:30PM - 9:30PM
2025-03-02,9Life,Fixer to Fabulous,Giving Family gets Sweet Upgrade,A couple who has made a positive impact in their community for many years is eager to complete their long-delayed dream house remodel.,Reality/Real-Life | USA | 2023 | G,9:30PM - 10:30PM
2025-03-02,9Life,Nate & Jeremiah Save My House,An Ailing Father,"Nicole's father is recovering from cancer treatments, but a flood has destroyed her kitchen and must be repaired before he can move in. The pressure is on for Nate and Jeremiah to fix this home.",Lifestyle | USA | 2020 | PG,10:30PM - 11:30PM
2025-03-02,9Life,House Hunters,Reality vs. Reality TV,"A New Jersey couple can't seem to agree on purchasing their first home. She doesn't mind a fixer-upper and wants something with vintage charm, but he prefers a home that's move-in ready.",Lifestyle | USA | 2024 | G,11:30PM - 12:00AM
2025-03-02,9Rush,Yukon Men,Desperate Measures,"Rebuilding after the fire sets everyone back. Charlie needs all his native wisdom to supply his family this winter. Pat gambles big, trading a prize sled dog for a handful of goats.",Reality/Real-Life | USA | 2015 | M,12:30AM - 1:30AM
2025-03-02,9Rush,Alaska: The Last Frontier,The Day the Glacier Fell,Atz Lee and Charlotte rush to save the life of a stuck cow before it's too late; a father-son shrimping trip turns deadly when Otto and his sons must outrun a colossal caving glacier.,Documentary | USA | 2017 | M,1:30AM - 2:30AM
2025-03-02,9Rush,Tanked,Gangster Tank,"The Mob Museum makes Wayde and Brett an offer they can't refuse. They want a tank with replica sunken rum runner for their prohibition exhibit, and speakeasy in downtown Las Vegas.",Documentary | USA | 2018 | PG,2:30AM - 3:30AM
2025-03-02,9Rush,How It's Made,"Oil Pressure Sensors, Large Format Printing, Heavy Equipment Simulators","Examines how items such as oil pressure sensors, large format printing, heavy equipment simulators, and head and neck restraints are made.",Documentary | Canada | 2015 | PG,3:30AM - 4:00AM
2025-03-02,9Rush,How It's Made,"Mobile Concert Stages, Mascara, Continuous Miners, Wood Gift Boxes","Examines how items such as mobile concert stages, mascara, continuous miners, and wood gift boxes are manufactured.",Documentary | Canada | 2015 | PG,4:00AM - 4:30AM
2025-03-02,9Rush,Drive TV,Genesis GV70,"Emma splits the Apple Isle right down the middle, and takes a Genesis GV70 from Launceston to Hobart.",Lifestyle | Australia | 2022 | G,4:30AM - 5:00AM
2025-03-02,9Rush,Alaska: The Last Frontier,The Day the Glacier Fell,Atz Lee and Charlotte rush to save the life of a stuck cow before it's too late; a father-son shrimping trip turns deadly when Otto and his sons must outrun a colossal caving glacier.,Documentary | USA | 2017 | M,5:00AM - 6:00AM
2025-03-02,9Rush,Salvage Hunters,Follow Every Lead,"Drew is given first look at the furniture in a Black Country factory; in Derby, a new contact pays off when Drew finds the crankshaft from a Battle of Britain fighter plane.",Documentary | UK | 2018 | PG,6:00AM - 7:00AM
2025-03-02,9Rush,How It's Made,"NASCAR car bodies, hurley sticks, tube power amplifiers, thermal coffee pot","Examines how items such as NASCAR car bodies, hurley sticks, tube power amplifiers and thermal coffee pots are manufactured.",Documentary | Canada | 2015 | PG,7:00AM - 7:30AM
2025-03-02,9Rush,How It's Made,"Electric Vehicle Charging Stations, Grappa, Lunar Rover Replicas","Examines how items such as electric vehicle charging stations, grappa, and lunar rover replicas are manufactured.",Documentary | Canada | 2015 | PG,7:30AM - 8:00AM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (1),Mike Brewer selects a VW campervan in need of Edd China's expertise. Edd's first jobs include changing the exhaust and completing a diesel service.,Lifestyle | UK | 2005 | PG,8:00AM - 8:30AM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (2),"Edd's work on the VW campervan impresses Mike, especially the interior. He takes it for a ride and it's immediately snapped up by someone unexpected.",Lifestyle | UK | 2005 | PG,8:30AM - 9:00AM
2025-03-02,9Rush,Tanked,The Amazing Piano Tank,Pianoworks in New York wants Wayde and Brett to build them their own piano-shaped tank made from acrylic. Will the guys hit the right note?,Documentary | USA | 2018 | PG,9:00AM - 10:00AM
2025-03-02,9Rush,Kindig Customs,It's A Super Car Farm Truck...Duh?,"Dave plans to redesign a 1955 Ford F-100 with a custom hourglass-shaped bed, extended cab, and sleek grill, but the client has his own ideas for the interior.",Reality/Real-Life | USA | 2016 | PG,10:00AM - 11:00AM
2025-03-02,9Rush,Salvage Hunters,Follow Every Lead,"Drew is given first look at the furniture in a Black Country factory; in Derby, a new contact pays off when Drew finds the crankshaft from a Battle of Britain fighter plane.",Documentary | UK | 2018 | PG,11:00AM - 12:00PM
2025-03-02,9Rush,Expedition Unknown,Vikings in America,Josh traces the Vikings' westward expansion from the volcanic landscape of Iceland to a settlement in Greenland and into North America. He aims to find out if the Norse explorers landed in the United States.,Adventure | USA | 2018 | PG,12:00PM - 1:00PM
2025-03-02,9Rush,Richard Hammond's Workshop,1930s Morris 8,"Neil promises to help a friend with his 1930s Morris 8, but it's a financial hit for Cog. Plus, Richard admits to Kamla that work on the MGB will cost more than expected.",Documentary | UK | 2022 | PG,1:00PM - 2:00PM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (1),Mike Brewer selects a VW campervan in need of Edd China's expertise. Edd's first jobs include changing the exhaust and completing a diesel service.,Lifestyle | UK | 2005 | PG,2:00PM - 2:30PM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (2),"Edd's work on the VW campervan impresses Mike, especially the interior. He takes it for a ride and it's immediately snapped up by someone unexpected.",Lifestyle | UK | 2005 | PG,2:30PM - 3:00PM
2025-03-02,9Rush,How It's Made,"NASCAR car bodies, hurley sticks, tube power amplifiers, thermal coffee pot","Examines how items such as NASCAR car bodies, hurley sticks, tube power amplifiers and thermal coffee pots are manufactured.",Documentary | Canada | 2015 | PG,3:00PM - 3:30PM
2025-03-02,9Rush,How It's Made,"Electric Vehicle Charging Stations, Grappa, Lunar Rover Replicas","Examines how items such as electric vehicle charging stations, grappa, and lunar rover replicas are manufactured.",Documentary | Canada | 2015 | PG,3:30PM - 4:00PM
2025-03-02,9Rush,Drive TV,Ram TRX,"Trent supersizes his ride and takes Ram TRX along the bumpy road from Bathurst to the coast, with a surprise at the end.",Lifestyle | Australia | 2022 | G,4:00PM - 4:30PM
2025-03-02,9Rush,Salvage Hunters,Follow Every Lead,"Drew is given first look at the furniture in a Black Country factory; in Derby, a new contact pays off when Drew finds the crankshaft from a Battle of Britain fighter plane.",Documentary | UK | 2018 | PG,4:30PM - 5:30PM
2025-03-02,9Rush,Tanked,The Amazing Piano Tank,Pianoworks in New York wants Wayde and Brett to build them their own piano-shaped tank made from acrylic. Will the guys hit the right note?,Documentary | USA | 2018 | PG,5:30PM - 6:30PM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (1),Mike Brewer selects a VW campervan in need of Edd China's expertise. Edd's first jobs include changing the exhaust and completing a diesel service.,Lifestyle | UK | 2005 | PG,6:30PM - 7:00PM
2025-03-02,9Rush,Wheeler Dealers,VW Type 25 (2),"Edd's work on the VW campervan impresses Mike, especially the interior. He takes it for a ride and it's immediately snapped up by someone unexpected.",Lifestyle | UK | 2005 | PG,7:00PM - 7:30PM
2025-03-02,9Rush,Ancient Aliens,Return to Gobekli Tepe,"The site of Gobekli Tepe challenges what archaeologists believe about the past; the stone complex was built over 12,000 years ago, 5,000 years before the first civilization was said to have emerged.",Documentary | USA | 2023 | PG,7:30PM - 8:30PM
2025-03-02,9Rush,Expedition X,The Beast of Bray Road,"Josh Gates, Jessica Chobot and Phil Torres are hot on the trail of a werewolf-like creature terrorising locals in Wisconsin. Eyewitness accounts and sightings lead them to a remote forest.",Reality/Real-Life | USA | 2020 | M,8:30PM - 9:30PM
2025-03-02,9Rush,Nature's Strangest Mysteries: Solved,Scorpion Night Lights,"Experts reveal why a leopard would let its dinner escape, what the ominous dark mass looming over an Icelandic lake is and why scorpions glow in the dark.",Documentary | USA | 2019 | PG,9:30PM - 10:00PM
2025-03-02,9Rush,Nature's Strangest Mysteries: Solved,Snowboarding Crow,"Experts reveal how a moose got stuck in an apple tree, why a crow is snowboarding on a jam jar lid and if Yellowstone's super volcano is about to erupt.",Documentary | USA | 2019 | PG,10:00PM - 10:30PM
2025-03-02,9Rush,NASA's Unexplained Files,Alien Megastructure,Explores exclusive NASA footage and firsthand accounts of mysterious flying objects from astronauts and scientists.,Documentary | UK | 2017 | PG,10:30PM - 11:30PM
2025-03-02,9Rush,Ancient Aliens,Return to Gobekli Tepe,"The site of Gobekli Tepe challenges what archaeologists believe about the past; the stone complex was built over 12,000 years ago, 5,000 years before the first civilization was said to have emerged.",Documentary | USA | 2023 | PG,11:30PM - 12:30AM
2025-03-03,Nine,World's Greatest Myths and Mysteries,Folklore,Discover how folklore reveals humanity's deep connection to the unknown.,Documentary | Australia | 2024 | PG,12:05AM - 1:00AM
2025-03-03,Nine,Destination WA,,"Kate spends the perfect day at Crown Perth, Holly supports women taking a self-care day in Subiaco and Carmen takes us on a surreal trip through Mexico via Cirque du Soleil: LUZIA.",Travel | Australia | 2024 | G,1:00AM - 1:30AM
2025-03-03,Nine,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,1:30AM - 2:00AM
2025-03-03,Nine,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,2:00AM - 2:30AM
2025-03-03,Nine,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,2:30AM - 3:00AM
2025-03-03,Nine,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,3:00AM - 3:30AM
2025-03-03,Nine,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,3:30AM - 4:00AM
2025-03-03,Nine,Believer's Voice of Victory,God's Word Removes All Fear,The mission of Kenneth Copeland Ministries and Eagle Mountain International Church is to teach Christians worldwide who they are in Christ Jesus and how to live a victorious life in their covenant rights and privileges.,Religion | USA | 2025 | PG,4:00AM - 4:30AM
2025-03-03,Nine,Customs,,"The UK's borders are large, and it's Customs' job to sift out the drug traffickers, people smugglers, and international terrorists before they hit the streets.",Reality/Real-Life | UK | 2009 | PG,4:30AM - 5:00AM
2025-03-03,Nine,Today Early News,,Today Early News with up to date news from Australia and around the world as well as the latest in sport and weather.,News | Australia | 2025 | NC,5:00AM - 5:30AM
2025-03-03,Nine,Today,,"Karl Stefanovic, Sarah Abo and the team present the latest in news, current affairs, sports, politics, entertainment, fashion, health and lifestyle.",News | Australia | 2025 | NC,5:30AM - 9:00AM
2025-03-03,Nine,Today Extra,,"An exciting mix of topical issues, the best celebrity interviews, cooking with Australia's top chefs, live music performances, and the latest in fashion and beauty trends.",Variety | Australia | 2025 | PG,9:00AM - 11:30AM
2025-03-03,Nine,9News Morning,,Join 9News for up to the minute news on local and international news including sport and weather.,News | Australia | 2025 | NC,11:30AM - 12:00PM
2025-03-03,Nine,Married at First Sight,,Commitment Ceremony. A dramatic night on the couch sees one couple leave and one groom's story shocks the experts.,Reality/Real-Life | Australia | 2025 | PG,12:00PM - 1:45PM
2025-03-03,Nine,Innovation Nation,,"This series focused on innovation and investment in new technology. WA is a unique marketplace dominated by innovation in the aerospace, defence industry, mining, oil and gas and now new energy source sectors such as Hydrogen.",Science and Technology | Australia | 2024 | G,1:45PM - 2:00PM
2025-03-03,Nine,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2024 | PG,2:00PM - 3:00PM
2025-03-03,Nine,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2023 | PG,3:00PM - 4:00PM
2025-03-03,Nine,9News Afternoon,,"9News Afternoon, live and local with the latest news across Australia and around the world including sport and weather.",News | Australia | 2025 | NC,4:00PM - 5:00PM
2025-03-03,Nine,Tipping Point Australia,,Tipping Point Australia will push contestants' luck to the very edge. Three contestants will go head to head against the mesmerising machine with one lucky contestant playing for the Jackpot. Hosted by Todd Woodbridge.,Game Show | Australia | 2025 | PG,5:00PM - 6:00PM
2025-03-03,Nine,9News,,"Join 9News for the latest in news and events that affect you in your local city, as well as news from across Australia and the world.",News | Australia | 2025 | NC,6:00PM - 7:00PM
2025-03-03,Nine,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,7:00PM - 7:30PM
2025-03-03,Nine,Married at First Sight,,The Couples' Retreat. Part 1. All the couples head to Byron for their annual group getaway where some intense rivalries are formed.,Reality/Real-Life | Australia | 2025 | M,7:30PM - 9:00PM
2025-03-03,Nine,Rise of The Dolphins,,"'Rise Of The Dolphins' continues the story of Australia's newest rugby league team, The NRL Dolphins, as they navigate their final season under the legendary Wayne Bennett and build momentum to conquer their cross town rival.",Documentary | Australia | 2025 | M,9:00PM - 10:30PM
2025-03-03,Nine,9News Late,,Join the 9News Late team for all of the day's top stories from Australia and around the world.,News | Australia | 2025 | NC,10:30PM - 11:00PM
2025-03-03,Nine,Life and Murder of Nicole Brown Simpson,,"Nicole files for divorce, entering a new phase of her life which includes a dangerous dalliance with one of OJ's best friends.",Documentary | USA | 2024 | M,11:00PM - 12:00AM
2025-03-03,9HD,World's Greatest Myths and Mysteries,Folklore,Discover how folklore reveals humanity's deep connection to the unknown.,Documentary | Australia | 2024 | PG,12:05AM - 1:00AM
2025-03-03,9HD,Destination WA,,"Kate spends the perfect day at Crown Perth, Holly supports women taking a self-care day in Subiaco and Carmen takes us on a surreal trip through Mexico via Cirque du Soleil: LUZIA.",Travel | Australia | 2024 | G,1:00AM - 1:30AM
2025-03-03,9HD,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,1:30AM - 2:00AM
2025-03-03,9HD,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,2:00AM - 2:30AM
2025-03-03,9HD,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,2:30AM - 3:00AM
2025-03-03,9HD,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,3:00AM - 3:30AM
2025-03-03,9HD,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2016 | G,3:30AM - 4:00AM
2025-03-03,9HD,Believer's Voice of Victory,God's Word Removes All Fear,The mission of Kenneth Copeland Ministries and Eagle Mountain International Church is to teach Christians worldwide who they are in Christ Jesus and how to live a victorious life in their covenant rights and privileges.,Religion | USA | 2025 | PG,4:00AM - 4:30AM
2025-03-03,9HD,Customs,,"The UK's borders are large, and it's Customs' job to sift out the drug traffickers, people smugglers, and international terrorists before they hit the streets.",Reality/Real-Life | UK | 2009 | PG,4:30AM - 5:00AM
2025-03-03,9HD,Today Early News,,Today Early News with up to date news from Australia and around the world as well as the latest in sport and weather.,News | Australia | 2025 | NC,5:00AM - 5:30AM
2025-03-03,9HD,Today,,"Karl Stefanovic, Sarah Abo and the team present the latest in news, current affairs, sports, politics, entertainment, fashion, health and lifestyle.",News | Australia | 2025 | NC,5:30AM - 9:00AM
2025-03-03,9HD,Today Extra,,"An exciting mix of topical issues, the best celebrity interviews, cooking with Australia's top chefs, live music performances, and the latest in fashion and beauty trends.",Variety | Australia | 2025 | PG,9:00AM - 11:30AM
2025-03-03,9HD,9News Morning,,Join 9News for up to the minute news on local and international news including sport and weather.,News | Australia | 2025 | NC,11:30AM - 12:00PM
2025-03-03,9HD,Married at First Sight,,Commitment Ceremony. A dramatic night on the couch sees one couple leave and one groom's story shocks the experts.,Reality/Real-Life | Australia | 2025 | PG,12:00PM - 1:45PM
2025-03-03,9HD,Innovation Nation,,"This series focused on innovation and investment in new technology. WA is a unique marketplace dominated by innovation in the aerospace, defence industry, mining, oil and gas and now new energy source sectors such as Hydrogen.",Science and Technology | Australia | 2024 | G,1:45PM - 2:00PM
2025-03-03,9HD,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2024 | PG,2:00PM - 3:00PM
2025-03-03,9HD,Tipping Point,,There are mystery prizes and a jaw-dropping jackpot up for grabs for any player with the skill and strategy to see off their human rivals and conquer the machine. Hosted by Ben Shepherd.,Game Show | UK | 2023 | PG,3:00PM - 4:00PM
2025-03-03,9HD,9News Afternoon,,"9News Afternoon, live and local with the latest news across Australia and around the world including sport and weather.",News | Australia | 2025 | NC,4:00PM - 5:00PM
2025-03-03,9HD,Tipping Point Australia,,Tipping Point Australia will push contestants' luck to the very edge. Three contestants will go head to head against the mesmerising machine with one lucky contestant playing for the Jackpot. Hosted by Todd Woodbridge.,Game Show | Australia | 2025 | PG,5:00PM - 6:00PM
2025-03-03,9HD,9News,,"Join 9News for the latest in news and events that affect you in your local city, as well as news from across Australia and the world.",News | Australia | 2025 | NC,6:00PM - 7:00PM
2025-03-03,9HD,A Current Affair,,"Covers the realms of politics, crime, human rights, science, technology, celebrities, and entertainment, all investigated by a dedicated team.",Current Affairs | Australia | 2025 | NC,7:00PM - 7:30PM
2025-03-03,9HD,Married at First Sight,,The Couples' Retreat. Part 1. All the couples head to Byron for their annual group getaway where some intense rivalries are formed.,Reality/Real-Life | Australia | 2025 | M,7:30PM - 9:00PM
2025-03-03,9HD,Rise of The Dolphins,,"'Rise Of The Dolphins' continues the story of Australia's newest rugby league team, The NRL Dolphins, as they navigate their final season under the legendary Wayne Bennett and build momentum to conquer their cross town rival.",Documentary | Australia | 2025 | M,9:00PM - 10:30PM
2025-03-03,9HD,9News Late,,Join the 9News Late team for all of the day's top stories from Australia and around the world.,News | Australia | 2025 | NC,10:30PM - 11:00PM
2025-03-03,9HD,Life and Murder of Nicole Brown Simpson,,"Nicole files for divorce, entering a new phase of her life which includes a dangerous dalliance with one of OJ's best friends.",Documentary | USA | 2024 | M,11:00PM - 12:00AM
2025-03-03,9Gem,A Kind of Loving,,A young man finds himself trapped by the frightening reality of his girlfriend's pregnancy and is forced into marrying her and moving in with his mother-in-law.,Drama | UK | 1962 | M,12:55AM - 3:15AM
2025-03-03,9Gem,She'll Have to Go,,Two brothers learn that their grandmother has willed the entire family fortune to a distant cousin and plan a get-rich-quick scheme to secure some of the money.,Comedy | UK | 1962 | PG,3:15AM - 5:10AM
2025-03-03,9Gem,My Favorite Martian,El Senor From Mars,Martin must find a way to recover an ancient Aztec chest which contains a record of a former Earth visit.,Comedy | USA | 1964 | G,5:10AM - 5:40AM
2025-03-03,9Gem,Innovation Nation,,"Focused on innovation and investment in new technology. Western Australia is a unique market place dominated by innovation in the aerospace, defense industry, mining, oil and gas and now new energy source sectors such as Hydrogen.",Science and Technology | Australia | 2024 | G,5:40AM - 6:00AM
2025-03-03,9Gem,Danger Man,Two Birds with One Bullet,"Drake steps into a trap set for him by a double agent, and is accused of killing the Communist candidate who's about to win an election.",Thriller | UK | 1961 | PG,6:00AM - 7:00AM
2025-03-03,9Gem,Creflo Dollar Ministries,How to Sort Out the Drama Life Brings,,Religion | USA | 2025 | PG,7:00AM - 7:30AM
2025-03-03,9Gem,Skippy - The Bush Kangaroo,Cobber,"Sonny and Skippy become involved in a bitter feud between two old, hard-headed bushmen when they see one of them practising a sheep-dog trial in the Waratah National Park.",Adventure | Australia | 1972 | G,7:30AM - 8:00AM
2025-03-03,9Gem,TV Shop - Home Shopping,,Home shopping program.,Shopping | USA | 2017 | G,8:00AM - 9:30AM
2025-03-03,9Gem,New Style Direct,,Home shopping program.,Shopping | Australia | 2019 | G,9:30AM - 10:00AM
2025-03-03,9Gem,Adventures in Rainbow Country,Stolen Tugboat,Follows the adventures of a teenager named Billy Williams and his friend Pete Gawa in northern Ontario.,Children | Canada | 1970 | G,10:00AM - 10:30AM
2025-03-03,9Gem,Pointless,,"Hosted by Alexander Armstrong. Four teams of two contestants attempt to find correct answers to four rounds of general knowledge questions, with the winning team eligible to compete for the show's cash jackpot.",Game Show | UK | 2024 | PG,10:30AM - 11:30AM
2025-03-03,9Gem,My Favorite Martian,Time Out For Martin,"While using the time machine, Tim and Martin unwittingly intercept the delivery of the Magna Carta to King John.",Comedy | USA | 1964 | G,11:30AM - 12:00PM
2025-03-03,9Gem,Days of Our Lives,,Theresa and Brady return to Salem with Tate; Kate asks Chad about marriage plans.,Soap Opera | USA | 2023 | PG,12:00PM - 12:55PM
2025-03-03,9Gem,Days of Our Lives,,Chanel and Johnny encourage Paulina; Alex has a date with Theresa; Tate and Holly reconnect.,Soap Opera | USA | 2023 | PG,12:55PM - 1:50PM
2025-03-03,9Gem,World's Greatest Transportation Marvels,Game Changers,"From the invention of the wheel to rockets soaring through space, we explore the game-changing transportation innovations that redefined trade.",Documentary | Australia | 2024 | G,1:50PM - 3:00PM
2025-03-03,9Gem,Antiques Roadshow,RAF Coningsby 2 (2),"Fiona Bruce travels across various regions of the UK, appraising antiques brought in by local people. Some seemingly inexpensive antiques turn out to be worth an amazing amount.",Lifestyle | UK | 2016 | G,3:00PM - 3:30PM
2025-03-03,9Gem,The Dancing Years,,"Composer Rudi Kleiber, penniless and unknown, befriends the schoolgirl niece of his landlady, and vows to propose to no one until she is old enough to have first refusal.",Drama | UK | 1950 | G,3:30PM - 5:30PM
2025-03-03,9Gem,Filthy Garden SOS,"Becky & Michael, County Durham",A couple moved shortly before their twins were born and the overgrown garden next to them was so out-of-control that they used to pretend it wasn't theirs.,Documentary | UK | 2021 | PG,5:30PM - 6:30PM
2025-03-03,9Gem,Antiques Roadshow,Walmer Castle (1),"Fiona Bruce travels across various regions of the UK, appraising antiques brought in by local people. Some seemingly inexpensive antiques turn out to be worth an amazing amount.",Lifestyle | UK | 2016 | G,6:30PM - 7:30PM
2025-03-03,9Gem,Death in Paradise,The Impossible Murder,Humphrey and Martha's romantic weekend at the remote Hotel Cecile is disrupted by the murder of the hotel owner on the first night of their stay.,Crime | UK | 2017 | M,7:30PM - 8:40PM
2025-03-03,9Gem,The Good Karma Hospital,,Diwali revelers cause chaos throughout the town; Lydia tries to help a deaf runaway teenager; while Gabriel and Aisha are thrown together in a festival clinic.,Drama | UK | 2019 | M,8:40PM - 9:40PM
2025-03-03,9Gem,The Madame Blanc Mysteries,,"Jean is visited by honeymooning friends from England, but all is not going well for the newlyweds. Their happy ever after may be curtailed by a cursed pack of tarot cards.",Drama | UK | 2022 | M,9:40PM - 10:40PM
2025-03-03,9Gem,The Closer,Head Over Heels,"Brenda investigates the slaying of a male adult film star with HIV, and discovers that he may have exposed more than 200 women to the virus.",Drama | USA | 2006 | M,10:40PM - 11:40PM
2025-03-03,9Gem,Footy Classified,,"New names and agenda-setters lock horns on Footy Classified. Join Sam McClure, Matthew Lloyd, Jimmy Bartel and Damian Barret as they bring you footy's most confrontational program.",Sport | Australia | 2025 | M,11:40PM - 12:40AM
2025-03-03,9Go!,Arrow,Dodger,Oliver asks detective McKenna on a date; a jewel thief named Dodger hits Starling City and targets someone close to Oliver; a pickpocket named Roy Harper steals Thea's purse; Moira makes a move against Malcolm.,Action | USA | 2012 | M,12:40AM - 1:35AM
2025-03-03,9Go!,Arrow,Dead to Rights,"Oliver and Diggle learn that Deadshot is still alive and that his next target is Malcolm. Meanwhile, Oliver struggles to balance his new relationship with McKenna and his duties as Arrow.",Action | USA | 2012 | M,1:35AM - 2:30AM
2025-03-03,9Go!,Surfing Australia TV,,Showcases Surfing Australia's programs from junior development through to the elite athletes in surfing.,Sport | Australia | 2024 | PG,2:30AM - 3:00AM
2025-03-03,9Go!,Beyblade X,To The X,"Team Persona, who have officially become a pro team, finally head to X Tower. In the pro area, they feel the tension of potentially losing everything if they keep losing.",Animation | Japan | 2023 | PG,3:00AM - 3:30AM
2025-03-03,9Go!,Beyblade X,Lion's Jungle,"In their first professional battle, Team Persona, set to face the team Zooganic led by King Manju. Despite their covert approach, Team Person is discovered by the sharp sense of smell of the leader, King.",Animation | Japan | 2023 | PG,3:30AM - 4:00AM
2025-03-03,9Go!,Bakugan,The Sound of Pickles/Off the Radar,"Excited to see the outside world, the Misfits' newest recruit, TC, visits a local park with Hammerhead and gets in trouble when he runs into Chip and his Bakugan patrol unit.",Animation | Japan | 2023 | PG,4:00AM - 4:30AM
2025-03-03,9Go!,Cry Babies Magic Tears,,Each of the Cry Babies Magic Tears has a special talent and will show them off at a contest with a really fun set of judges.,Animation | USA | 2018 | G,4:30AM - 4:50AM
2025-03-03,9Go!,Lego City Adventures,Handle with Car/The Silver Blur,"Duke gets a high-tech smart car. He and the temperamental car chase ice cream truck bandits./ The oblivious Ms Blumfeld turns into a superhero, stopping crimes around the city.",Animation | USA | 2020 | PG,4:50AM - 5:10AM
2025-03-03,9Go!,Lego Friends: The Next Chapter,Secret Crush,"Zac seeks advice on how to court Sky. Paisley & Zac make a plan: Paisley will confront Olly, Zac will tell Sky his feelings. Olly disappoints Paisley.",Children | USA | 2023 | PG,5:10AM - 5:30AM
2025-03-03,9Go!,Pokemon the Series: Sun & Moon - Ultra Adventures,Night of a Thousand Poses,"Our heroes are having a sleepover at Professor Kukui's house, and Professor Burnet agrees to join them. Everyone has a good time, but there are a couple of hiccups.",Children | Japan | 2017 | G,5:30AM - 6:00AM
2025-03-03,9Go!,Hop,,"When Filipa loans Grape Lightning to Ronny so he can finish building a hotel, she doesn't count on how much she'll miss her favorite tool. / Hop loves a good egg-n-spoon race!",Animation | USA | 2024 | G,6:00AM - 6:30AM
2025-03-03,9Go!,Bubble's Hotel,Lost in a Book/The Queen's Day Off,Bubble creates a storybook world for her shy guest Paige to help her become the hero of her own story. / Bubble and Nabi are determined to give the Queen the royal treatment on her day off.,Animation | Canada | 2024 | G,6:30AM - 7:00AM
2025-03-03,9Go!,Bakugan,Just Jump In/B.A.M. Boost,"The Misfit Clan attempts to find the location of the Bakugan brawling tournament, landing TC and Hammerhead in over their hammers...I mean, heads!",Animation | Japan | 2023 | PG,7:00AM - 7:30AM
2025-03-03,9Go!,The Actually Really Very Difficult Show,Brisbane Central State School,"The class calling the shots in today's show is from Brisbane Central State School, and they've got some surprises for Ash and Sophie!",Children | Australia | 2023 | C,7:30AM - 8:00AM
2025-03-03,9Go!,Beyblade Burst Quadstrike,Wild Dash! Battle Marathon!,"The Champion's Challenge Tournament keeps spinning, but one important face is missing, since the Dark Prince is nowhere to be seen.",Animation | Japan | 2022 | PG,8:00AM - 8:30AM
2025-03-03,9Go!,Wild Manes,Wild Outage/Tilly's Extra Mojo/Horseshoe Hunt/Two Peas in a Podcast/Wild Harvest,"Perla is hosting a fun-filled dance party, only Cocoa is feeling a little self conscious.",Cartoon | Canada | 2024 | G,8:30AM - 9:00AM
